3.137914201307628190e-06,3.483784595589987234e-20
3.131298330111193050e-06,3.476439503059750899e-20
3.122232092385385477e-06,3.466373957189833682e-20
3.110785226330462617e-06,3.453665382935858510e-20
3.097042327964930690e-06,3.438407700745361459e-20
3.081102250521184809e-06,3.420710659753006712e-20
3.063077402304733578e-06,3.400699058247728623e-20
3.043092948579785126e-06,3.378511857587735215e-20
3.021285923438171048e-06,3.354301196176935281e-20
2.997804257975744686e-06,3.328231310524004436e-20
2.972805731434032680e-06,3.300477370775692490e-20
2.946456852272633063e-06,3.271224238457640498e-20
2.918931676416771382e-06,3.240665154465606392e-20
2.890410570172237700e-06,3.209000365625144900e-20
2.861078925520553533e-06,3.176435698382721770e-20
2.831125835697435599e-06,3.143181088402430820e-20
2.800742739122344017e-06,3.109449075025354747e-20
2.770122039874980340e-06,3.075453269690809297e-20
2.739455713024321235e-06,3.041406807540526650e-20
2.708933903185704213e-06,3.007520791504463305e-20
2.678743524732811179e-06,2.974002738223914434e-20
2.649066872101388863e-06,2.941055035178706434e-20
2.620080248617995284e-06,2.908873418381302661e-20
2.591952622239680467e-06,2.877645479948043967e-20
2.564844316521487503e-06,2.847549214781128517e-20
2.538905745034436057e-06,2.818751615490318285e-20
2.514276197322459257e-06,2.791407324534377478e-20
2.491082684333144872e-06,2.765657352391698044e-20
2.469438851071453188e-06,2.741627870363420059e-20
2.449443964009784953e-06,2.719429086372776361e-20
2.431181980543260223e-06,2.699154211852916787e-20
2.414720707507210724e-06,2.680878527513653435e-20
2.400111055472716043e-06,2.664658555443195585e-20
2.387386395201788756e-06,2.650531344629879147e-20
2.376562022289431075e-06,2.638513876595450863e-20
2.367634735622945620e-06,2.628602597390889663e-20
2.360582534882484942e-06,2.620773081754551527e-20
2.355364441844488466e-06,2.614979834719131702e-20
2.351920449791530101e-06,2.611156235445311114e-20
2.350171604810850534e-06,2.609214627481260672e-20
2.350020222241249628e-06,2.609046559066962732e-20
2.351350240960626384e-06,2.610523176472397214e-20
2.354027717612873118e-06,2.613495772699617934e-20
2.357901462257280243e-06,2.617796493195357039e-20
2.362803816269599080e-06,2.623239199494697006e-20
2.368551572645247413e-06,2.629620490962877694e-20
2.374947038147012385e-06,2.636720884016133234e-20
2.381779236011208646e-06,2.644306147393758534e-20
2.388825247141021775e-06,2.652128791181842371e-20
2.395851686944493489e-06,2.659929706432799102e-20
2.402616314133435826e-06,2.667439951290968441e-20
2.408869766951654799e-06,2.674382678593162030e-20
2.414357421427313448e-06,2.680475198943225740e-20
2.418821365315543839e-06,2.685431172228573810e-20
2.422002480477469460e-06,2.688962919525327875e-20
2.423642625458407781e-06,2.690783846246888780e-20
2.423486909038113110e-06,2.690610966291765428e-20
2.421286044495188372e-06,2.688167515802129527e-20
2.416798773274655924e-06,2.683185643975356536e-20
2.409794345660414138e-06,2.675409167163704883e-20
2.400055044941648732e-06,2.664596371261983249e-20
2.387378740420903975e-06,2.650522846115892516e-20
2.371581453438937808e-06,2.632984334381902333e-20
2.352499919383280873e-06,2.611799575928143054e-20
2.329994127440764298e-06,2.586813127526137693e-20
2.303949818554864770e-06,2.583069309280848767e-20
2.274280920812694453e-06,3.288838474653450312e-20
2.240931900117029989e-06,2.487934192126928354e-20
2.203880002700783252e-06,2.446798322509361804e-20
2.163137364622950486e-06,2.401564907631382218e-20
2.118752962023290641e-06,2.352288321931007147e-20
2.070814374443566151e-06,2.299065798231987404e-20
2.019449332081537833e-06,2.242039145540817087e-20
1.964827016360119843e-06,2.181396192968554129e-20
1.907159081638571191e-06,2.117371924058110413e-20
1.846700364397440230e-06,2.050249264137704841e-20
1.783749244605846118e-06,1.980359481519140596e-20
1.718647622387587351e-06,1.908082161591981235e-20
1.651780471470338125e-06,1.833844711052565950e-20
1.583574929259333719e-06,1.758121347682865683e-20
1.514498881611256171e-06,1.681431529133865785e-20
1.445058998760202821e-06,2.537671214868426829e-20
1.375798177017111841e-06,1.527442813361714287e-20
1.307292339115392162e-06,5.171156694904042725e-20
1.240146544260788164e-06,3.289101377230727466e-20
1.174990357136347568e-06,1.304501348205308741e-20
1.112472423148705908e-06,4.328095635179369689e-20
1.053254195453708654e-06,1.169347058575752260e-20
9.980027572303497217e-07,3.342849317858474768e-20
9.473826808028144238e-07,7.948093896340833945e-20
9.020468632045292970e-07,1.001473196820567409e-20
8.626262757702738980e-07,4.982673010468154084e-20
8.297185632628052824e-07,9.211726528932710021e-21
8.038754260432231916e-07,8.924810069235435351e-21
7.855887166255520261e-07,8.721786810834154221e-21
7.752751798714049171e-07,3.074925440869160127e-19
7.732597638811681807e-07,8.584907938770849836e-21
7.797574264977075293e-07,6.274440636829786263e-20
7.948533601310053047e-07,1.503515122548926089e-20
8.184815552394992907e-07,7.186099438592027913e-20
8.504016207722145189e-07,9.441354595598633112e-21
8.901737772650899980e-07,3.963001846968877409e-20
9.371319363067449446e-07,2.213474703978092916e-20
9.903547773410650571e-07,1.276019287486233155e-19
1.048634730763087105e-06,2.070234234898621292e-19
1.110444773526835526e-06,2.293684104781446390e-19
1.173902941247139515e-06,4.388631123341364903e-20
1.236734458271595406e-06,1.215936176464182335e-19
1.296231384475188764e-06,1.439105928286098213e-20
1.349209675439909931e-06,1.335947652684754930e-19
1.391963549552167849e-06,4.813626082040195732e-20
1.420217053555851923e-06,1.846049361374161544e-19
1.429072714871150009e-06,1.352752190754307167e-19
1.412957166922433608e-06,1.568697579526416437e-20
1.365563630574075831e-06,3.347722361988560721e-20
1.279791132342731160e-06,2.289557925162570807e-20
1.147680337154218623e-06,3.678225549773611548e-20
9.603458708476526515e-07,1.066198097418760872e-20
7.079050045211622991e-07,7.859324352667699844e-21
3.794025703342988916e-07,4.937485864473708269e-20
-3.726802470238227970e-08,1.530715360748587616e-20
-5.554478232763868027e-07,6.166709623793695929e-21
-1.189799519736182886e-06,4.184638818612342098e-20
-1.956398981708267383e-06,2.172039194845729050e-20
-2.872831236478276373e-06,3.189483384600540455e-20
-3.958291070109856653e-06,4.394585884204112767e-20
