0.000000000000000000e+00,0.000000000000000000e+00
3.937725955686719555e-08,4.371754020667495328e-22
9.695361843609360246e-08,1.076401395084731840e-21
1.688542624753461900e-07,1.874658900062289143e-21
2.516915170110443531e-07,2.794337172884957105e-21
3.425228807173272594e-07,3.802767886333127617e-21
4.388115738756350116e-07,4.871787127887328279e-21
5.383894995594706893e-07,5.977324186273399522e-21
6.394225187295125451e-07,7.099016027573152067e-21
7.403779427162422346e-07,8.219846389281774114e-21
8.399941490192665671e-07,9.325808447916045375e-21
9.372522287772754832e-07,1.040559004269775947e-20
1.031349576655963097e-06,1.145028046440858110e-20
1.121675336268370205e-06,1.245309784479309574e-20
1.207787616577377334e-06,1.340913620781344750e-20
1.289392397039064888e-06,1.431513126969391451e-20
1.366324041523724087e-06,1.516924409998536897e-20
1.438527343300553178e-06,1.597086178085131068e-20
1.506041025594286697e-06,1.672041422644861875e-20
1.568982624412064377e-06,1.741920634859078216e-20
1.627534682502891408e-06,1.806926477890704015e-20
1.681932185444490609e-06,1.867319838138581951e-20
1.732451172958746053e-06,1.923407181257659243e-20
1.779398460631032330e-06,1.975529140975132276e-20
1.823102409256745761e-06,2.024050271006434238e-20
1.863904681054841143e-06,2.069349892613693577e-20
1.902152923978825330e-06,2.111813972559356826e-20
1.938194327312723498e-06,2.151827968380452649e-20
1.972369993673820056e-06,2.189770580056449318e-20
2.005010074441442850e-06,2.226008349250289085e-20
2.036429617508606298e-06,2.260891049386655393e-20
2.066925078092706677e-06,2.294747811873672747e-20
2.096771445159033032e-06,2.327883935792122215e-20
2.126219937796492053e-06,2.360578330358733529e-20
2.155496227639731292e-06,2.393081541418297553e-20
2.184799145161716375e-06,2.425614315139897142e-20
2.214299829359578864e-06,2.458366653978559782e-20
2.244141282023922614e-06,2.491497321814775805e-20
2.274438289426468030e-06,2.525133757010320591e-20
2.305277675868850177e-06,2.559372353903966050e-20
2.336718855120719458e-06,2.594279075030758117e-20
2.368794647328897222e-06,2.629890358073369132e-20
2.401512330502492817e-06,2.666214283245086249e-20
2.434854897176433943e-06,2.703231968466594867e-20
2.468782488322835154e-06,2.740899161327398271e-20
2.503233978015054138e-06,2.779147998416336261e-20
2.538128683761908536e-06,2.817888904174013481e-20
2.573368178805572142e-06,2.857012602947652979e-20
2.608838184030020896e-06,2.896392219431410766e-20
2.644410518448521601e-06,2.935885444142496046e-20
2.679945088529758581e-06,2.975336742016841260e-20
2.715291897888392093e-06,3.014579583613832505e-20
2.750293060098891072e-06,3.053438679788568487e-20
2.784784798598648708e-06,3.091732202030349143e-20
2.818599418822743225e-06,3.129273971972094064e-20
2.851567238859292369e-06,3.165875604848369738e-20
2.883518466036519689e-06,3.201348592925556819e-20
2.914285007938876437e-06,3.235506316133647588e-20
2.943702207413337613e-06,3.268165968310185535e-20
2.971610492155989167e-06,3.299150388609272477e-20
2.997856930475575078e-06,3.328289788746080476e-20
3.022296685801764538e-06,3.355423367825421506e-20
3.044794363450486466e-06,3.380400807551627401e-20
3.065225244077972756e-06,3.403083641637630746e-20
3.083476399138569336e-06,3.423346494211908769e-20
3.099447684519961015e-06,3.441078182975188929e-20
3.113052609360665181e-06,3.456182683781633829e-20
3.124219077852252940e-06,3.468579954204745844e-20
3.132890002599064103e-06,3.478206614503447634e-20
3.139023788853802683e-06,3.485016485231587711e-20
3.142594689656613476e-06,3.488980981521520428e-20
3.143593032589836886e-06,3.490089364832456948e-20
3.142025319518372932e-06,3.488348853684512125e-20
