nodenumber,sound-pressure,spl-db,particle-velocity,sound-intensity,sil-db
1,-8.77647651245934,112.84580398496672,0.017391798745734374,-0.15263871320135755,111.836646961185
2,-8.017341878949082,112.06000815401634,0.017550523862439604,-0.14070854995983226,111.48320487538227
3,-8.297715729626361,112.35857113290301,0.020601136111679352,-0.1709423711620554,112.32849723815549
4,-9.034328587033087,113.09731773095363,0.02207901343570029,-0.19946906225563474,112.99875545969742
5,-9.741851156533812,113.75222988277216,0.0228925259301036,-0.22301558020816006,113.48335204582105
6,-10.324695903473184,114.25694546880787,0.02807041911069064,-0.28981854120092304,114.62126166102956
7,-11.235730612970658,114.99142644757313,0.030347415714970793,-0.3409753877732441,115.32723031954279
8,-11.878877121838741,115.47490788474651,0.02864933897711808,-0.3403219773310908,115.31889995894005
9,-12.55637723968539,115.9566871872241,0.030342084101675937,-0.3809866542189037,115.80909762813151
10,-13.702945220939,116.71567851850835,0.03614569653842637,-0.4953024996387409,116.94870519738105
11,-15.023332485943685,117.5147256638199,0.04205075902092403,-0.6317425340576375,118.0054011812384
12,-16.025405652442714,118.07558071997609,0.0405697688315172,-0.6501470027508899,118.13011564743437
13,-16.5697689531371,118.36572914095235,0.03773542165504296,-0.6252672181732681,117.96065659866241
14,-16.5829615782568,118.3726419767905,0.03808660015164378,-0.6315886269611384,118.00434301050491
15,-16.923059727618238,118.54897783133177,0.03699037923024662,-0.6259903970607127,117.96567671013096
16,-16.977453585044714,118.57685112302393,0.03711453820534416,-0.6301103497115992,117.99416613063343
17,-16.652112994008352,118.40878706989076,0.03872344162311947,-0.6448271254250715,118.09443298298656
18,-17.333368146966677,118.75705931043119,0.038595889734892815,-0.6689967657346292,118.25424018175896
19,-17.916010891916812,119.04422644270245,0.04279124855236205,-0.7666484751428381,118.84596276203823
20,-18.113661193216103,119.13952489124388,0.04369194623131989,-0.7914211109063436,118.98407630751656
21,-18.405989052844234,119.2785832745084,0.04113378868009932,-0.7571080641479161,118.79157871988352
22,-20.14362757129129,120.06215375300852,0.04831862088531125,-0.9733123038721267,119.88252213429828
23,-21.62425893479667,120.67822474837698,0.05200370669797394,-1.1245416192062083,120.50975533277314
24,-22.92452566420252,121.18540725399723,0.052272863413747934,-1.1983305988698174,120.78576648986356
25,-24.183522733801514,121.64979135420285,0.056876403543355984,-1.3754717981076183,121.38451690289641
26,-24.55854003947752,121.78345099111523,0.054301636584227715,-1.3335689162629136,121.25015464104878
27,-24.704915894515576,121.83506768101256,0.05635794806789818,-1.3923183670049013,121.43738552246114
28,-25.932948498521,122.25643803787243,0.06631515059228832,-1.7197473849814773,122.35464657741363
29,-27.744609963105177,122.84297256335405,0.06957497256036049,-1.9303304768809468,122.85631667556608
30,-28.42935098166345,123.05473899118726,0.06909727972879409,-1.9643908172880664,122.9322789531782
31,-29.31442016051733,123.32102625186415,0.066967259662988,-1.9631063867592944,122.92943835988464
32,-29.93121461654664,123.5018869063579,0.06425341045661526,-1.9231826182220133,122.8402052517478
33,-29.740944820150613,123.44649531103089,0.057809415732720026,-1.7193066433919733,122.35353341292284
34,-28.858259268599795,123.1848027044466,0.051779429613191034,-1.4942642045576808,121.74427392952565
35,-27.45562935654016,122.7520281537582,0.05071679859423739,-1.3924616243536787,121.43783235040672
36,-25.96812406441313,122.26821163386913,0.04875534038291107,-1.2660847278661265,121.02462770146937
37,-24.210105938778725,121.6593338834248,0.04440673560117148,-1.0750917732996979,120.31445538611112
38,-20.3022104081756,120.1302665748498,0.033287162175497535,-0.6758029703780153,118.29820096311244
39,-17.222668596805306,118.70140898386288,0.023815394809560075,-0.4101646523071304,116.12958230460859
40,-15.140443030715687,117.58217175510063,0.015227820765744582,-0.2305559527857052,113.62776339865377
41,-13.080203316247209,116.3116899793875,0.012809314191429166,-0.1675484339655842,112.24140372945485
