nodenumber,sound-pressure,spl-db,particle-velocity,sound-intensity,sil-db
1,-7.674916512449273,111.68087328532756,0.014095898745665638,-0.10818484604092216,110.34166431364632
2,-7.759531878953568,111.77611052085408,0.016299323862426718,-0.1264751231158887,111.0200511084024
3,-8.328975729615195,112.39123201803223,0.021058836111592427,-0.17539853486739734,112.44025961312448
4,-9.143708587027504,113.20184761674257,0.022353713435620648,-0.2043958414932366,113.1047205567543
5,-9.890281156534913,113.8835728407996,0.02283152593014393,-0.2258102106818407,113.53743575952636
6,-10.668445903473184,114.54142327426649,0.0280399191107108,-0.2991423601703821,114.75877915825184
7,-11.62635061297624,115.28826840130024,0.030713615714887513,-0.3570872648934991,115.52774361855892
8,-12.464817121828673,115.8931183089983,0.03057193897700472,-0.3810736284080698,115.81008895155952
9,-13.400137239674224,116.52158501241651,0.03360748410165115,-0.4503448992422949,116.53545248142349
10,-14.538875220940099,117.23001627187942,0.039594196538473625,-0.5756550829462465,117.60162343768805
11,-15.820202485934715,117.96364084310314,0.04403435902088404,-0.6966324760487315,118.430037168061
12,-16.728535652451683,118.44855861201296,0.0421871688314468,-0.7057295578728562,118.48638307248864
13,-17.233828953132615,118.70703565132263,0.039383321655066084,-0.6787254290096126,118.31694120698276
14,-17.4188915782579,118.7998104058228,0.038574900151559184,-0.6719320033821335,118.2732532655076
15,-17.860559727618238,119.01730138696121,0.03747867923033255,-0.6693901889055995,118.25679342716431
16,-17.98526358504023,119.07773622777,0.03726713820526584,-0.6702593036818292,118.26242851016927
17,-17.753672994018412,118.96516441315028,0.03912014162312971,-0.6945262018567337,118.4168863467715
18,-18.30212814695551,119.22943192367056,0.038931489734750364,-0.712529114077284,118.52802614399548
19,-18.7441308919224,119.4367062530452,0.042852348552401054,-0.8032300302924865,119.04839937035149
20,-19.00428119322169,119.55642904172376,0.04500424623137178,-0.8552733502699766,119.3210493992225
21,-19.312239052844234,119.69605265906898,0.042903888680029915,-0.8285701544853555,119.18329285737849
22,-20.909257571285707,120.38617233712635,0.0498140208853215,-1.0415741933525928,120.17690211024993
23,-22.327378934802255,120.95615495033077,0.05423140669796567,-1.2108451675128526,120.83088612842616
24,-23.658895664208107,121.4592894672553,0.0547752634137737,-1.2959222420859873,121.12578943782965
25,-24.964772733801514,121.9259524231188,0.05910420354337021,-1.475523009072583,121.68945986208288
