nodenumber,sound-pressure,spl-db,particle-velocity,sound-intensity,sil-db
1,-8.77647651245934,112.84580398496672,0.01516399874577701,-0.13308647882727478,111.24133934745971
2,-7.329841878949082,111.28129220753591,0.014681923862326585,-0.10761618038962326,110.31877573613208
3,-7.539905729616294,111.526718406335,0.01855643611168034,-0.1399137789597173,111.45860486696958
4,-8.245268587037573,112.30349623106966,0.0211025134356646,-0.17399589113862368,112.40538992668276
5,-8.944971156539395,113.01097897679271,0.02200752593012112,-0.19685668467172626,112.94150166734848
6,-9.363765903472084,113.40841104047749,0.02672771911068139,-0.2502721048861777,113.98412446215788
7,-10.188850612976239,114.14190398157642,0.028028115714846532,-0.2855742839817831,114.55719096564751
8,-10.730437121834255,114.59174836710886,0.02553653897712138,-0.2740182258032707,114.37779450055956
9,-11.282947239684288,115.02785123347094,0.02698518410176121,-0.304472408473339,114.83547942648016
10,-12.531065220944585,115.93915989433658,0.033734796538510636,-0.4227329356393724,116.26066085560768
11,-13.976452485934715,116.8873391353815,0.04110465902090255,-0.5744973137561922,117.59288002347908
12,-15.087905652442716,117.55197928022751,0.03989836883152975,-0.6019828246164819,117.79584100426105
13,-15.671328953132615,117.8815166243112,0.0376743216550608,-0.5904066877425853,117.71151268247999
14,-15.6142115782568,117.84980128506098,0.03845290015158298,-0.6004117187643996,117.78449160161915
15,-15.915249727622724,118.01566923800988,0.03692937923034378,-0.5877402927370051,117.69185464941908
16,-15.954013585040231,118.03679923717037,0.0367483382053706,-0.5862834869561354,117.68107662179298
17,-15.613052994012833,117.84915676271666,0.037411241623146914,-0.5841036980340113,117.66489955821413
18,-16.466188146965578,118.31126155604055,0.03700888973486372,-0.609395341484569,117.8489912994035
19,-17.142570891912328,118.66091916943674,0.04102124855234024,-0.7032096613832485,118.47084828869768
20,-17.301161193216103,118.74090513528748,0.041586246231304365,-0.7194903494685724,118.57024973115357
21,-17.6325490528543,118.9057021007898,0.038906088680050736,-0.6860135171056941,118.3633267306328
22,-19.448317571295775,119.75704083634994,0.0463350208852944,-0.9011382008498278,119.5479140059487
23,-20.93675893479667,120.39758913913944,0.05011160669795345,-1.0491746292703936,120.20847780106372
24,-22.213585664212584,120.91177342652571,0.050624963413838486,-1.1245619615409292,120.50983389352768
25,-23.433522733801514,121.37615169634729,0.05538110354336823,-1.2977743489065348,121.1319918588188
26,-23.71478003948869,121.47978210305477,0.052684136584218784,-1.2493927106651272,120.9669896781206
27,-23.759605894520067,121.49618473945677,0.05483214806787373,-1.3027902284426496,121.1487449248621
28,-24.948578498515417,121.92031620187015,0.06481985059218688,-1.617163130761215,122.0875383141907
