nodenumber,sound-pressure,spl-db,particle-velocity,sound-intensity,sil-db
1,-8.721786512454855,112.7915091271912,0.014553698745714884,-0.1269342534267072,111.0357883302345
2,-7.165781878953568,111.08467177535522,0.014193623862411188,-0.101708412669949,110.07356876472721
3,-7.375845729620777,111.33563657877319,0.01831233611164862,-0.13506896610848385,111.30555575549965
4,-8.081208587027504,112.128926419602,0.02085831343566724,-0.16856038164722528,112.26755505912195
5,-8.788721156539395,112.8579137996547,0.02176342593014624,-0.19127268191105434,112.81652947327473
6,-9.184075903482153,113.24010937422527,0.026300419110668827,-0.2415450454057751,113.82998133625479
7,-9.985730612970656,113.96699700330046,0.027631315714927496,-0.2759188752112087,114.40781410952835
8,-10.527317121828672,114.42575420056734,0.025078738977128975,-0.264011838227802,114.21623400967337
9,-11.064197239684288,114.85779827209862,0.02649688410167528,-0.2931667519379902,114.67114715393976
10,-12.327945220939,115.79721400537805,0.03339909653851692,-0.4117422325556899,116.1462541503057
11,-13.796762485944784,116.77494384453549,0.040982559020960714,-0.5654266328784087,117.523762608916
12,-14.931655652442716,117.46155940378485,0.039806868831533386,-0.5943824579944113,117.74065983611456
13,-15.530698953138199,117.8032201152134,0.0376743216550608,-0.5851085478884445,117.67236442793109
14,-15.465771578252316,117.76683191824205,0.03851390015165634,-0.5956471823331342,117.74989091725095
15,-15.751189727627207,117.92566734146062,0.03686827923030478,-0.5807192610876681,117.63966230795448
16,-15.797763585040231,117.9513122923638,0.036534738205261874,-0.5771671568080641,117.6130160997716
17,-15.464612994008348,117.76618120956036,0.03704504162323019,-0.5728872320501858,117.58069143227199
18,-16.333368146966677,118.24091510639057,0.03667318973481315,-0.5989967090622624,117.77424436345864
19,-17.02539089191123,118.60134192308789,0.040716048552440036,-0.693206642179328,118.40862715392154
20,-17.191781193221686,118.68581758824811,0.041250546231310636,-0.7091703649095679,118.50750578839262
21,-17.515369052853202,118.84778593541449,0.03860088868003686,-0.6761088109989492,118.30016595665876
22,-19.33112757129129,119.70454382399872,0.04599932088530068,-0.8892187402265112,119.49008606851065
23,-20.827378934802255,120.35209246044643,0.0498369066979194,-1.037972140735952,120.16185697166564
24,-22.096395664208107,120.8658288447603,0.05041126341382096,-1.113907222324406,120.46849019822888
25,-23.308522733801514,121.32969507331484,0.0551674035433507,-1.285870679654992,121.09197293676608
26,-23.581970039478623,121.43100175205973,0.05240953658420722,-1.2359201215117332,120.91990402866308
27,-23.618975894525647,121.44462134515885,0.05455744806789653,-1.288591050782483,121.10115110861577
28,-24.792328498515417,121.86574644020212,0.06466725059226519,-1.6032517197792542,122.05001714449398
29,-26.564919963100692,122.46557032213722,0.06807967256037273,-1.8085310526804041,122.57325970046473
30,-27.26529098165338,122.69160282554657,0.06711367972877724,-1.8298740066546035,122.62421188037321
31,-28.017540160522913,122.92800014925146,0.06379335966300914,-1.787333016333041,122.52205477901
32,-28.478094616541057,123.0696186587666,0.0609880104565832,-1.7368223322571716,122.39755394689631
33,-28.256574820145033,123.00179042248828,0.05359801573280265,-1.5144963417652488,121.80268228640756
34,-27.436389268594212,122.74593920707504,0.047262829613146096,-1.2967213912015183,121.12846675188568
35,-26.15875935653457,122.33174293986595,0.047817698594201374,-1.2508516705090154,120.97205812891852
36,-24.796244064418715,121.86711813418805,0.04628344038286514,-1.1476554838744972,120.59811536226142
37,-22.983535938779827,121.20773697112685,0.04114133560113942,-0.9455733653581896,119.75695230625931
38,-19.2397104081756,119.66337070366909,0.03102886217556033,-0.5969863225529742,117.7596438120003
39,-16.292978596815374,118.21940982680096,0.021953794809519426,-0.3576927089503764,115.53510087772983
40,-14.12481303070672,116.9790542427166,0.01419022076578358,-0.20043421518114496,113.0197185988983
41,-12.119263316242723,115.64892451729536,0.011436014191417598,-0.13859606727407847,111.41750907148815
