nodenumber,sound-pressure,sound-intensity,rms_spldb,rms_sildb
1,17.778054979104674,1.5071925801280344,118.97708498537897,121.78168747433023
2,16.907033217882464,1.3571813078282309,118.54074820538978,121.32637869568013
3,16.780696578915254,1.3195667084000748,118.4755997816516,121.20431350113284
4,16.70279334765117,1.3181432819682477,118.43518224503,121.19962620566059
5,16.719802629335693,1.339271258276368,118.44402301588998,121.268685486636
6,16.697453835695974,1.3411433177722123,118.43240511516599,121.27475190075195
7,16.648326919455,1.3315998389243944,118.40681199532965,121.24373733950648
8,16.54911446690591,1.317701952043354,118.35489528469469,121.19817189301432
9,16.554974925504204,1.311775082313235,118.35797063267009,121.1785937704883
10,16.553689616460083,1.2823107444472013,118.3572962440973,121.07993281224529
11,16.61358291397084,1.2471424116136332,118.38866615172117,120.95916048543955
12,16.541625766693205,1.1774350967495115,118.35096391149293,120.70936977032014
13,16.050797141582304,1.1007290490163488,118.08933220545558,120.41680427964693
14,15.761919091985716,1.0784937328176365,117.93158196440939,120.32817625738402
15,15.652531398899278,1.064497922988097,117.87109175973187,120.27144818394645
16,15.466200332633342,1.0379239567041811,117.76707271202307,120.1616553617764
17,15.243409480452188,1.012651047463967,117.64104240965113,120.05459816269392
18,15.20967246429087,1.0057037586645967,117.62179732178072,120.02470073240835
19,15.202682492511125,1.005282921627875,117.61780459417989,120.0228830455257
20,15.230793112617455,1.0099068821394308,117.63385046527972,120.0428133176546
21,15.18648609862916,1.0015156856727205,117.60854602544401,120.00657755574439
22,15.18660293848,1.0076803330859012,117.60861285157742,120.03322782511293
23,15.141802530747249,1.006467897397068,117.58295164886519,120.027999270581
24,15.102515811607944,1.0120634939149749,117.56038606846406,120.05207759728978
25,15.066652672360606,1.0193180582698929,117.53973562087417,120.08309718254479
26,15.012685110279273,1.0224812480292949,117.50856759485929,120.0965535193407
27,15.055847745570478,1.0283386983836176,117.53350437151774,120.12136179457366
28,15.053542946744866,1.02351689212465,117.5321746051016,120.10095014654593
29,15.03726530685981,1.0317637395665067,117.52277733027874,120.13580260906068
30,15.167634724972107,1.0696378876147798,117.59775731091564,120.29236777659513
31,15.484404042249707,1.1658203545367092,117.77728998785058,120.6663163357547
32,16.214756685855402,1.3098021482253324,118.17760880982564,121.17205698385989
33,17.130365618213645,1.4898847433748372,118.65473273339562,121.73152672940874
34,18.051107000678527,1.6320653649782402,119.10947689802947,122.127375484625
35,18.86528613881392,1.7069189807702088,119.49266802150044,122.32212907734842
36,19.716019439234746,1.8697400280459089,119.87578484033051,122.71781225662723
37,20.886426266184927,2.170893824925416,120.37668283017653,123.36638583299374
38,21.904685881989714,2.38972377649562,120.79014068033074,123.78347704598112
39,22.737407402301265,2.4872795922010265,121.11421895508775,123.95724606550672
40,22.7383670126538,2.3653587859257055,121.1145855269483,123.73897025382308
