nodenumber,sound-pressure,rms_spldb
1,77.78707655388476,131.7975490837011
2,77.79337171200028,131.79825198755933
3,77.80167087022738,131.79917856685546
4,77.81075811896002,131.80019302103767
5,77.80331599332136,131.79936222880517
6,78.04291305128969,131.82606951913237
7,78.11391558456472,131.8339682478135
8,78.91154791585745,131.92221133700625
9,78.89508953970986,131.92039955466728
10,80.11152479711318,132.05330004529768
11,79.86750533394576,132.02680247535184
12,80.07480223348318,132.04931758129567
13,80.7998884365268,132.12761530928282
14,79.445051804836,131.98073713816038
15,80.79922248843042,132.1275437203782
16,78.84272427763646,131.91463253035093
17,80.16170647677748,132.05873916376052
18,77.78848290969395,131.79770611930994
19,76.2388298142388,131.62292452108886
20,79.16860450436566,131.95045988171395
21,76.21792667789049,131.6205427002929
22,77.45131883895972,131.75997643297765
23,76.4901658849506,131.65151214235817
24,77.82287604738202,131.80154562055372
25,77.06434213584122,131.71646959435515
26,78.39680270520277,131.8653671067861
27,77.31613039262598,131.74480228324956
28,78.68207057248739,131.89691568979893
29,78.01617304846425,131.823092945047
30,80.02592255075342,132.04401387585028
31,75.25648956693207,131.51027921166238
32,80.5466010592048,132.10034445857826
33,74.6391600252833,131.4387349527119
34,80.1206688923124,132.05429141413558
35,79.3031921489904,131.96521346858063
36,81.70126070081996,132.2239752470346
37,74.12752453138559,131.3789900310653
38,74.51677705442809,131.4244813435323
39,79.01761899423975,131.93387886919402
40,80.8581930617625,132.13388072524535
41,82.79879182316125,132.33988008126767
42,75.52646917284919,131.54138372887215
43,77.884848184152,131.8084596406731
44,76.77614989310958,131.68392668045658
45,76.21789449221204,131.62053903237222
46,81.9778949589332,132.25333533157595
47,82.08093464761687,132.26424594801853
48,77.2441535618337,131.73671245786934
49,75.16989628489158,131.50027910735855
50,76.9908186620419,131.70817883896066
51,81.63526296448339,132.21695600758324
52,80.17146961038699,132.05979697978123
53,76.44579370316498,131.64647196886537
54,75.61803938145533,131.55190834311065
55,75.84554648180188,131.5780017838591
56,80.00371504034999,132.04160317257504
57,77.6337544509998,131.7804118790146
58,78.84951949479726,131.91538110878383
59,75.99790510551351,131.59543250769016
60,80.011979441767,132.04250038055116
61,78.47100169514651,131.8735840164118
62,77.12354106334132,131.72313931918114
63,81.76736134090879,132.2309997498283
64,78.46996457369053,131.87346921754542
65,78.30410992320799,131.85509123340347
66,77.77964712535346,131.7967194564541
67,81.19429141894511,132.1699100083904
68,79.47440779937688,131.98394609611094
69,78.94918054766163,131.92635261895794
70,74.35521825568135,131.4056291417608
71,74.46397015431606,131.41832383748803
72,80.87428792675529,132.13560948400394
73,78.73625549738189,131.90289522608313
74,77.76506612450144,131.79509099911937
75,75.16882551025,131.5001553783518
76,76.25608811877545,131.6248905371531
77,79.93291613068574,132.03391323248434
78,80.70606937962135,132.1175240151051
79,78.3369773033982,131.85873628523842
80,76.7722911266417,131.68349011699212
81,78.61597979212853,131.88961671493252
82,80.63204659145815,132.10955374955523
83,78.60493705772258,131.88839657228954
84,80.46245901316921,132.09126610495036
85,81.23455857091422,132.17421658379533
86,76.55152497805231,131.65847702018362
87,79.47563372200139,131.98408007819134
88,80.47068375353416,132.09215391694414
89,80.39520767279531,132.08400331460197
90,76.46784797593736,131.64897744814863
91,79.72091861931105,132.01084597484564
92,78.19905680969494,131.8434303845375
93,78.76999586920185,131.90661654060767
94,76.02411712364889,131.59842779344723
95,77.80829187817616,131.79991771418707
96,83.13884264409006,132.37547957677722
97,78.36604143248597,131.86195827576054
98,75.40136741828297,131.52698452582138
99,78.68718594407756,131.89748036874687
100,74.14718101849435,131.38129297381022
101,82.22077866595347,132.2790317950878
102,79.70049105347287,132.00862003061667
103,73.53448799589387,131.3092215441589
104,79.40392473672159,131.97623946759882
105,84.97888167307076,132.5656203157394
106,80.41091556669704,132.08570022801004
107,75.64684443453167,131.55521641447197
108,80.55121793051947,132.10084231304924
109,74.84748224143725,131.46294400473965
110,83.84192690909342,132.44862510651004
111,80.49855709741784,132.09516200457577
112,77.24890683382539,131.73724693360367
