nodenumber,sound-pressure,rms_spldb
664,443.6437537861484,146.92008751303607
665,628.2895512419119,149.94259683170878
666,555.8955212518011,148.87926358715467
667,448.01301365798963,147.0052126737265
668,884.0650914840327,152.90908493068378
669,758.0874812411178,151.57378658532662
670,453.40991121426504,147.10922027190037
671,460.45732244899375,147.24318776179385
672,778.3864273994355,151.803305178768
673,470.01465594675835,147.42162809213968
674,813.3788688727124,152.1852577964767
675,483.8634281872768,147.67385604876543
676,647.2851718889344,150.20131325162484
677,632.7470680588156,150.00400291587215
678,504.5548195890687,148.03756726633085
679,535.2883632434688,148.55115613189392
680,555.630747945611,148.87512550814765
681,860.1183671838571,152.6705645226948
682,720.260831483302,151.12919604758287
683,582.6912281189541,149.28816969141994
684,626.7933809655584,149.92188811880612
685,771.1919007450764,151.72264928365655
686,653.3369554541566,150.28214457443806
687,686.3177177192181,150.70990429907746
688,867.5331417157902,152.74512158282258
689,748.7409061560365,151.46603130070483
690,851.7045510162953,152.58517944412304
691,719.679308752098,151.1221804190873
692,942.3031958297311,153.4632133674062
693,515.9716156682086,148.23191630927505
694,1071.4598959452396,154.5789184930989
695,846.3952319143788,152.53086424956177
696,1001.3479365672055,153.99110023122626
697,1010.3543969962893,154.06887480322757
698,616.9139065882282,149.78389129274947
699,978.5173771477753,153.79077093764582
700,694.423474935282,150.8118879609224
701,846.44184614646,152.53134260164987
702,688.9412112262614,150.74304337162658
703,743.8968521045347,151.40965450550362
704,947.7633659761653,153.51339844362545
705,658.04223041262,150.3444754011469
706,853.4046781214083,152.60250047089013
707,516.0498139335592,148.2332326026863
708,898.7430606802945,153.0521110898406
709,774.8565903456675,151.76382671014414
710,878.3021938345175,152.85227943751693
711,725.8418980545989,151.19624075747308
712,758.6068121724521,151.57973485235854
713,965.7325283989342,153.67653728324765
714,398.9501073314991,145.99777181171012
715,398.87270390364745,145.9960864308848
716,398.7794642642609,145.99405579835195
717,719.8140075559114,151.12380596181748
718,398.72054672857706,145.9927724097461
719,782.2692830146897,151.84652563375695
720,398.7226212294973,145.99281760139553
721,398.9208559283101,145.99713493063118
722,399.3733909517312,146.00698260198092
723,400.1389945689906,146.02361761772067
724,401.17296196411814,146.04603318657522
725,402.4044420739372,146.07265541025987
726,403.80871082942764,146.10291375006395
727,405.33000570136653,146.13557518292987
728,559.1847735810314,148.93050683075157
729,406.88035754009366,146.1687345759534
730,790.253405049753,151.93472760285925
731,637.2471586090038,150.06555824053333
732,408.41729115427347,146.20148249712952
733,972.0914656725711,153.73354269322982
734,409.99116313628406,146.2348900092854
735,649.9112547172459,150.23648124364212
736,411.6490615372242,146.26994267991387
737,619.0266973703696,149.81358768006635
738,413.3896248124409,146.30659153819408
739,415.20700340727285,146.34469349198127
740,783.870713525124,151.86428886508406
741,764.880757108481,151.65127478806005
742,417.13177776980694,146.38486561388746
743,1145.3524021343321,155.15818270679372
744,419.1846271911443,146.4275070333866
745,421.3373678645966,146.47199964370424
746,1053.31724598855,154.43058398586442
747,423.5756849738607,146.51802052313639
748,879.465180280269,152.86377307830364
749,784.8499893612177,151.8751332211594
750,425.9901710623831,146.56739166020128
751,428.5841556591857,146.62012231785116
752,431.50114129396644,146.67903906141893
753,699.4411019341113,150.87442307851808
754,566.9426670384795,149.0501829348511
755,627.8084340626267,149.93594300218993
756,824.281568558644,152.300911863947
757,434.9527131741747,146.74824097184475
758,439.2653077149718,146.83393818512926
759,765.7018691576947,151.66059423178268
760,444.6102010487355,146.93898854360427
761,964.4649375680931,153.66512896276245
762,903.0467206706869,153.09360448401105
763,452.79809756179657,147.0974919565018
764,463.900484016261,147.3078965996298
765,481.2705125868874,147.62718515267517
766,601.601558326771,149.56557913745596
767,680.885487887497,150.64088164479023
768,967.6381655227268,153.69365987557796
769,518.8202888230844,148.279739109272
770,510.2324220568407,148.13476112331293
771,731.4161969511579,151.26269155482282
772,548.9784861258706,148.7705065917552
773,694.9955778695128,150.8190409119621
774,610.210945372829,149.68899995331978
775,979.4924903313686,153.79942229976427
776,654.944432600076,150.3034891815523
777,861.9039183017018,152.6885771879682
778,703.2627877327687,150.92175284420557
779,808.3352448299711,152.13123039092272
