nodenumber,sound-pressure,sound-intensity,rms_spldb,rms_sildb
1,14.952831826403202,1.14098636294006,117.47386906383124,120.57280453765038
2,15.513536742627888,1.2079934763625717,117.79361645912182,120.82064588931316
3,15.698480733250179,1.1906853333727578,117.89655257300385,120.75797004105948
4,15.884808374587076,1.2225725085904944,117.99903968891805,120.87274625789043
5,15.968243681526218,1.2268500588871287,118.04454311660666,120.88791488092085
6,16.024969688351753,1.2311583193806128,118.07534442096616,120.9031390411922
7,16.00314232519551,1.2246190201134368,118.0635054404645,120.88001000376673
8,16.251885550823154,1.247180334393596,118.1974751921719,120.95929254256092
9,16.472023602771444,1.2344271708266847,118.3143392049447,120.91465472363446
10,15.922992024207394,1.1051156511809141,118.0198936380587,120.43407729642375
11,15.168147016840134,0.9993461788758288,117.59805067475023,119.99715956226589
12,14.732645385983105,0.9403889886091296,117.34501479734483,119.73307535154846
13,14.4329918233209,0.8835661022808311,117.16652739837558,119.46239045955876
14,14.16815044688951,0.8356846809020962,117.00566328343108,119.22042441103795
15,13.95077601758647,0.8054092331671772,116.8713674084927,119.0601660402802
16,13.85142153290886,0.7952118226366552,116.80928700919601,119.00482828214827
17,13.704571442141036,0.7844633339556644,116.7167092706249,118.94572649346964
18,13.645029371781085,0.7834374729981911,116.67888958378073,118.9400434067
19,13.484142118899964,0.7720066477992665,116.57586651090874,118.87621040089762
20,13.362359668872571,0.7857971374593455,116.49706323256606,118.95310442409263
21,13.587867259912533,0.8413521677044579,116.64242599850311,119.24977818006033
22,14.149009171553322,0.952120880691057,116.9939206487414,119.7869208964961
23,14.918529876290428,1.1028229186170622,117.45392065391435,120.42505782937452
24,16.113327161232107,1.3316840954003815,118.12310458668898,121.24401212900321
25,17.430178869062807,1.5940621607996577,118.80543696425974,122.02505252797808
26,18.94134844472834,1.8228414213925443,119.52761795520675,122.60748888726422
27,20.384074674790458,1.9718800493087363,120.16522011967444,122.94880493004919
28,20.669560393367384,1.9194374798652565,120.28602488703102,122.83173970794803
29,20.799770851842776,1.941897440333109,120.34057109527522,122.88226289282812
30,21.118475932818104,1.978300882884189,120.47265154780986,122.9629234481362
31,21.328153999090894,2.01454939576859,120.55846544446446,123.04177920543819
32,21.215477167086725,1.9922873770071436,120.51245616932195,122.99351983307898
33,20.782614295927495,1.8735138380652891,120.3334036391913,122.72656905208413
34,20.697242560621167,1.860309581448037,120.29764987462639,122.69585222888253
35,20.430925533860368,1.8353128653835644,120.18516090458112,122.63710108984648
36,20.20970617550796,1.8066722948787532,120.09060007569727,122.56879384751001
37,19.71224586398976,1.6947278178302525,119.87412223316447,122.29099958169641
38,18.83540577815103,1.5385750326139738,119.47889970287228,121.8711868060013
39,18.254660355926994,1.4488626562425748,119.2068752252932,121.61027218830037
40,17.661196983394124,1.3494750302108038,118.91980277559041,121.30164853070386
41,16.972082324497407,1.2259729648550584,118.57410268034448,120.8848089322993
