nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      co_ppm_dry,      no_ppm_dry,          o2_dry,         co2_dry,velocity-magnitude,      x-velocity,      y-velocity,      z-velocity
         1,-4.388838407E-02, 7.015500209E-01,-4.388838408E-02, 1.226631217E+03, 2.204312452E+03, 7.558557835E+00, 8.935387587E+00, 6.160615829E+00, 4.090056283E+00,-2.134306061E+00, 4.045208571E+00
         2,-4.388081583E-02, 7.054943218E-01,-4.388081583E-02, 1.316527017E+03, 2.257147469E+03, 7.464845733E+00, 9.049861844E+00, 4.045197648E+00, 2.327124266E+00,-1.473924094E+00, 2.839588311E+00
         3,-4.289072419E-02, 7.054943218E-01,-4.289072423E-02, 1.329290905E+03, 2.262526225E+03, 7.419461791E+00, 9.135173913E+00, 3.705754689E+00, 1.930072249E+00,-1.048269553E+00, 2.837364791E+00
         4,-4.289923370E-02, 7.015500000E-01,-4.289923381E-02, 1.240273125E+03, 2.210406503E+03, 7.508633124E+00, 9.024374603E+00, 5.697507144E+00, 3.752668742E+00,-1.665528083E+00, 3.901554614E+00
         5,-4.288117655E-02, 7.099191506E-01,-4.288117659E-02, 1.400874670E+03, 2.323291906E+03, 7.316489975E+00, 9.275940194E+00, 2.172306939E+00, 1.857538318E-01,-3.905830937E-01, 1.757394955E+00
         6,-4.387232555E-02, 7.099191506E-01,-4.387232556E-02, 1.387273686E+03, 2.317960277E+03, 7.357223900E+00, 9.195234169E+00, 2.247892998E+00, 5.306645449E-01,-7.537209538E-01, 1.677465627E+00
         7,-4.287046574E-02, 7.148830492E-01,-4.287046578E-02, 1.473868577E+03, 2.394553794E+03, 7.212805650E+00, 9.421569039E+00, 1.807301870E+00,-1.218939676E+00, 1.315305092E-01, 8.204074979E-01
         8,-4.386280092E-02, 7.148830492E-01,-4.386280092E-02, 1.454835235E+03, 2.388489799E+03, 7.249369543E+00, 9.345887106E+00, 1.706379182E+00,-1.032405701E+00,-1.683652470E-01, 7.170719484E-01
         9,-4.285844877E-02, 7.204516701E-01,-4.285844888E-02, 1.568197075E+03, 2.480049169E+03, 7.118478902E+00, 9.550737829E+00, 2.275317988E+00,-2.104541175E+00, 4.770783005E-01, 1.179048788E-01
        10,-4.385211591E-02, 7.204516916E-01,-4.385211592E-02, 1.541454463E+03, 2.472651986E+03, 7.151988618E+00, 9.479301574E+00, 2.238016534E+00,-2.085613969E+00, 2.167561738E-01, 3.546221635E-02
        11,-4.284497050E-02, 7.266987527E-01,-4.284497054E-02, 1.690864551E+03, 2.585142917E+03, 7.036732176E+00, 9.651159621E+00, 2.652671189E+00,-2.469583716E+00, 6.695682161E-01,-3.597318212E-01
        12,-4.384012917E-02, 7.266987527E-01,-4.384012918E-02, 1.657538585E+03, 2.576028716E+03, 7.068168066E+00, 9.582566175E+00, 2.688179038E+00,-2.557013774E+00, 4.199362227E-01,-3.951307147E-01
        13,-4.282984876E-02, 7.337068833E-01,-4.282984880E-02, 1.842757854E+03, 2.717638562E+03, 6.965453823E+00, 9.719973262E+00, 2.715234957E+00,-2.451740234E+00, 7.743651794E-01,-6.598227811E-01
        14,-4.382668210E-02, 7.337068833E-01,-4.382668211E-02, 1.804333252E+03, 2.706377908E+03, 6.994929393E+00, 9.653191024E+00, 2.760331875E+00,-2.591719487E+00, 5.202307585E-01,-6.366961514E-01
        15,-4.281288476E-02, 7.415688032E-01,-4.281288480E-02, 2.044399773E+03, 2.889613671E+03, 6.899769434E+00, 9.759350989E+00, 2.564393786E+00,-2.214787384E+00, 8.159268150E-01,-8.356295232E-01
        16,-4.381159543E-02, 7.415687811E-01,-4.381159552E-02, 1.998816595E+03, 2.875349628E+03, 6.926255287E+00, 9.694819802E+00, 2.581690068E+00,-2.371309972E+00, 5.482271757E-01,-7.590186327E-01
        17,-4.279385407E-02, 7.503885282E-01,-4.279385411E-02, 2.322652869E+03, 3.120537512E+03, 6.831417699E+00, 9.774782862E+00, 2.313980405E+00,-1.894901021E+00, 7.969265121E-01,-9.231392976E-01
        18,-4.379467232E-02, 7.503885058E-01,-4.379467241E-02, 2.265386645E+03, 3.101840866E+03, 6.852947481E+00, 9.714912267E+00, 2.289165320E+00,-2.039784278E+00, 5.268404033E-01,-8.144984166E-01
        19,-4.277250490E-02, 7.602827461E-01,-4.277250494E-02, 2.731611585E+03, 3.438019881E+03, 6.753538410E+00, 9.768394728E+00, 2.027572342E+00,-1.575858223E+00, 6.634686914E-01,-9.523993461E-01
        20,-4.377568748E-02, 7.602827235E-01,-4.377568757E-02, 2.660780387E+03, 3.412956894E+03, 6.767829640E+00, 9.716246807E+00, 1.976592064E+00,-1.704313395E+00, 3.909953488E-01,-8.375996654E-01
        21,-4.274855480E-02, 7.713823608E-01,-4.274855483E-02, 3.307545340E+03, 3.870596975E+03, 6.655909813E+00, 9.741284090E+00, 1.659225153E+00,-1.196464743E+00, 4.440864364E-01,-9.066605761E-01
        22,-4.375438975E-02, 7.713823378E-01,-4.375438984E-02, 3.221963735E+03, 3.835888757E+03, 6.660846466E+00, 9.698713611E+00, 1.572493903E+00,-1.291700550E+00, 1.487006959E-01,-7.787814357E-01
        23,-4.272168689E-02, 7.838342237E-01,-4.272168692E-02, 4.117922594E+03, 4.447164643E+03, 6.531995579E+00, 9.701197831E+00, 1.431925383E+00,-8.840154387E-01, 4.269037011E-01,-9.011552200E-01
        24,-4.373049736E-02, 7.838342003E-01,-4.373049745E-02, 4.010099412E+03, 4.397590573E+03, 6.525168210E+00, 9.670987818E+00, 1.287692173E+00,-9.432390908E-01, 1.044969669E-01,-7.538391489E-01
        25,-4.269154444E-02, 7.978030533E-01,-4.269154454E-02, 5.275753630E+03, 5.189411900E+03, 6.391824288E+00, 9.646012817E+00, 1.584299911E+00,-8.386148208E-01, 6.928456508E-01,-1.054493551E+00
        26,-4.370369556E-02, 7.978030770E-01,-4.370369556E-02, 5.136346968E+03, 5.117821685E+03, 6.372539556E+00, 9.631788111E+00, 1.405335274E+00,-9.009289342E-01, 3.664894170E-01,-9.154156484E-01
        27,-4.265773247E-02, 8.134737334E-01,-4.265773251E-02, 6.735476945E+03, 6.093957217E+03, 6.248293842E+00, 9.565508014E+00, 1.911108114E+00,-8.809150166E-01, 1.096520551E+00,-1.229095059E+00
        28,-4.367362564E-02, 8.134737092E-01,-4.367362572E-02, 6.556351360E+03, 5.991455550E+03, 6.218276331E+00, 9.568080312E+00, 1.708984878E+00,-9.546114069E-01, 7.931879622E-01,-1.103673092E+00
        29,-4.261979854E-02, 8.310534960E-01,-4.261979844E-02, 8.376447404E+03, 7.126376120E+03, 6.124645977E+00, 9.456516379E+00, 2.430370478E+00,-9.467167300E-01, 1.698580573E+00,-1.414340990E+00
        30,-4.363989524E-02, 8.310535207E-01,-4.363989525E-02, 8.144185679E+03, 6.987947383E+03, 6.088553952E+00, 9.474990145E+00, 2.266528379E+00,-1.035929850E+00, 1.489494666E+00,-1.305496776E+00
        31,-4.257724590E-02, 8.507750254E-01,-4.257724594E-02, 9.998338188E+03, 8.161566169E+03, 6.031120938E+00, 9.337546575E+00, 3.001457930E+00,-9.939331905E-01, 2.316221558E+00,-1.600876244E+00
        32,-4.360205264E-02, 8.507750000E-01,-4.360205272E-02, 9.718977559E+03, 7.993413819E+03, 5.994021035E+00, 9.368281639E+00, 2.957660784E+00,-1.117188189E+00, 2.264490065E+00,-1.524200256E+00
        33,-4.253469198E-02, 8.704965300E-01,-4.253469202E-02, 1.119019121E+04, 8.909452836E+03, 5.925479092E+00, 9.269463119E+00, 3.289614285E+00,-8.927661603E-01, 2.685341800E+00,-1.642084253E+00
        34,-4.356421275E-02, 8.704965300E-01,-4.356421276E-02, 1.091397505E+04, 8.731307991E+03, 5.886571941E+00, 9.304150719E+00, 3.336816478E+00,-1.036111669E+00, 2.739932717E+00,-1.579603311E+00
        35,-4.249675934E-02, 8.880763173E-01,-4.249675937E-02, 1.212092819E+04, 9.289301751E+03, 5.756247367E+00, 9.262026283E+00, 3.442494445E+00,-7.482247236E-01, 2.929139580E+00,-1.608698686E+00
        36,-4.353048099E-02, 8.880763173E-01,-4.353048100E-02, 1.191639788E+04, 9.124864535E+03, 5.711877038E+00, 9.291818731E+00, 3.547582315E+00,-8.965181333E-01, 3.056669931E+00,-1.543515334E+00
        37,-4.246294610E-02, 9.037469737E-01,-4.246294614E-02, 1.338350734E+04, 9.471432369E+03, 5.501862659E+00, 9.261246860E+00, 3.502927094E+00,-6.421290813E-01, 3.063421861E+00,-1.531925163E+00
        38,-4.350041244E-02, 9.037469737E-01,-4.350041244E-02, 1.334693244E+04, 9.336931987E+03, 5.447009768E+00, 9.277278412E+00, 3.644831656E+00,-7.927336582E-01, 3.235009235E+00,-1.458209384E+00
        39,-4.243280492E-02, 9.177158271E-01,-4.243280495E-02, 1.540809407E+04, 9.665253808E+03, 5.176675845E+00, 9.208406026E+00, 3.420555666E+00,-5.388546626E-01, 3.088870485E+00,-1.317721598E+00
        40,-4.347360791E-02, 9.177157997E-01,-4.347360799E-02, 1.577499767E+04, 9.561103561E+03, 5.091835922E+00, 9.199581214E+00, 3.566141949E+00,-6.748449429E-01, 3.270000436E+00,-1.208716005E+00
        41,-4.240593701E-02, 9.301676900E-01,-4.240593705E-02, 1.967752412E+04, 9.883319812E+03, 4.682571539E+00, 9.030839097E+00, 3.392974998E+00,-4.015255962E-01, 3.202339270E+00,-9.536503293E-01
        42,-4.344971687E-02, 9.301676900E-01,-4.344971688E-02, 2.220027720E+04, 9.722179458E+03, 4.432489193E+00, 8.926655008E+00, 3.550407221E+00,-4.937863311E-01, 3.396942455E+00,-7.539436413E-01
        43,-4.238198691E-02, 9.412673046E-01,-4.238198694E-02, 2.634852127E+04, 9.994451656E+03, 4.079778127E+00, 8.745291527E+00, 3.693984455E+00,-5.502175338E-01, 3.500002006E+00,-9.497478560E-01
        44,-4.342841779E-02, 9.412672765E-01,-4.342841787E-02, 3.404766998E+04, 9.573707343E+03, 3.559926291E+00, 8.409040599E+00, 3.910995764E+00,-6.595043631E-01, 3.752071822E+00,-7.231478461E-01
        45,-4.236063774E-02, 9.511615225E-01,-4.236063777E-02, 2.733593207E+04, 1.034497216E+04, 4.057350101E+00, 8.659063636E+00, 3.985175354E+00,-1.039712887E+00, 3.471029623E+00,-1.537380701E+00
        46,-4.340943431E-02, 9.511615225E-01,-4.340943431E-02, 3.527157126E+04, 9.898669682E+03, 3.496206501E+00, 8.328116529E+00, 4.257962118E+00,-1.244560907E+00, 3.744313209E+00,-1.440216535E+00
        47,-4.234160704E-02, 9.599812475E-01,-4.234160708E-02, 2.255870361E+04, 1.103966753E+04, 4.690758278E+00, 8.718254674E+00, 3.923296875E+00,-1.347547711E+00, 2.987463768E+00,-2.106372000E+00
        48,-4.339251119E-02, 9.599812475E-01,-4.339251119E-02, 2.589975530E+04, 1.080210519E+04, 4.325753894E+00, 8.617414463E+00, 4.179303050E+00,-1.584012782E+00, 3.202810662E+00,-2.126462466E+00
        49,-4.232464305E-02, 9.678431674E-01,-4.232464308E-02, 1.920420874E+04, 1.188474422E+04, 5.414330619E+00, 8.614944647E+00, 3.815373070E+00,-1.442988812E+00, 2.552626340E+00,-2.415577589E+00
        50,-4.337742454E-02, 9.678431386E-01,-4.337742462E-02, 2.000204540E+04, 1.170090469E+04, 5.226046902E+00, 8.636996109E+00, 4.037304383E+00,-1.636497177E+00, 2.735103852E+00,-2.464433903E+00
        51,-4.230952131E-02, 9.748512980E-01,-4.230952134E-02, 1.827663881E+04, 1.289119972E+04, 5.998316344E+00, 8.345994081E+00, 3.839332445E+00,-1.623906379E+00, 2.225908585E+00,-2.650634415E+00
        52,-4.336397882E-02, 9.748512980E-01,-4.336397883E-02, 1.816355764E+04, 1.268058375E+04, 5.906822867E+00, 8.411305675E+00, 4.070861107E+00,-1.797855453E+00, 2.417036768E+00,-2.722255712E+00
        53,-4.229604176E-02, 9.810983592E-01,-4.229604180E-02, 1.877347351E+04, 1.394702986E+04, 6.406246725E+00, 8.016191095E+00, 3.835999856E+00,-1.848632109E+00, 1.821172145E+00,-2.803824049E+00
        54,-4.335199073E-02, 9.810983299E-01,-4.335199081E-02, 1.835632104E+04, 1.372073497E+04, 6.362185453E+00, 8.092757329E+00, 4.083404591E+00,-2.034441233E+00, 2.005899386E+00,-2.900705562E+00
        55,-4.228402607E-02, 9.866670015E-01,-4.228402610E-02, 1.954841804E+04, 1.487305917E+04, 6.674628660E+00, 7.727259370E+00, 3.718306862E+00,-1.985799000E+00, 1.349875161E+00,-2.820652046E+00
        56,-4.334130708E-02, 9.866670015E-01,-4.334130708E-02, 1.905221051E+04, 1.464941066E+04, 6.653434089E+00, 7.801712398E+00, 3.975715088E+00,-2.193546263E+00, 1.509753593E+00,-2.937400553E+00
        57,-4.227331526E-02, 9.916309001E-01,-4.227331529E-02, 1.968807225E+04, 1.557288180E+04, 6.853174122E+00, 7.547375855E+00, 3.382194451E+00,-1.915806900E+00, 8.241938074E-01,-2.643791639E+00
        58,-4.333178109E-02, 9.916308705E-01,-4.333178117E-02, 1.919865690E+04, 1.536096735E+04, 6.842522256E+00, 7.616506409E+00, 3.633385048E+00,-2.135930524E+00, 9.408554605E-01,-2.769344055E+00
        59,-4.226376762E-02, 9.960557289E-01,-4.226376765E-02, 1.725128591E+04, 1.597098528E+04, 6.999132935E+00, 7.616949883E+00, 2.692671166E+00,-1.548303244E+00, 4.098748694E-01,-2.153582734E+00
        60,-4.332329217E-02, 9.960557289E-01,-4.332329217E-02, 1.674154167E+04, 1.581892383E+04, 6.991540175E+00, 7.684224987E+00, 2.905247773E+00,-1.746364061E+00, 4.725969357E-01,-2.267663056E+00
        61,-4.225525683E-02, 1.000000030E+00,-4.225525687E-02, 1.517372942E+04, 1.607246542E+04, 7.066571408E+00, 7.733987601E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
        62,-4.331572392E-02, 1.000000030E+00,-4.331572392E-02, 1.458175336E+04, 1.595035226E+04, 7.059519739E+00, 7.808473168E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
        63,-4.972470516E-02, 7.015500000E-01,-4.972470508E-02, 1.174694175E+03, 2.163348253E+03, 7.891277262E+00, 8.405406503E+00, 9.068193969E+00, 5.978051938E+00,-4.738002050E+00, 4.869344987E+00
        64,-5.043539265E-02, 7.015500000E-01,-5.043539263E-02, 1.171715832E+03, 2.158275685E+03, 7.934609280E+00, 8.347565189E+00, 9.276827540E+00, 6.033051606E+00,-5.123302387E+00, 4.795874021E+00
        65,-5.043406437E-02, 7.054943218E-01,-5.043406442E-02, 1.272121022E+03, 2.216862910E+03, 7.812044162E+00, 8.462633725E+00, 7.243752309E+00, 5.043565432E+00,-4.641001840E+00, 1.950642955E+00
        66,-4.972269819E-02, 7.054943008E-01,-4.972269811E-02, 1.273883386E+03, 2.221612447E+03, 7.770671453E+00, 8.522852727E+00, 6.829880760E+00, 4.859485111E+00,-4.136161067E+00, 2.140122582E+00
        67,-5.043257111E-02, 7.099191295E-01,-5.043257108E-02, 1.374006726E+03, 2.281831049E+03, 7.665880933E+00, 8.619377694E+00, 5.609937389E+00, 3.780860306E+00,-3.896639322E+00,-5.939595068E-01
        68,-4.972044740E-02, 7.099191400E-01,-4.972044740E-02, 1.373342754E+03, 2.286327817E+03, 7.628150048E+00, 8.681054018E+00, 4.984522152E+00, 3.471430962E+00,-3.369838976E+00,-2.618500507E-01
        69,-5.043089909E-02, 7.148830492E-01,-5.043089913E-02, 1.447987305E+03, 2.352224854E+03, 7.520028501E+00, 8.788459901E+00, 4.557062963E+00, 2.245400556E+00,-3.145082547E+00,-2.209821669E+00
        70,-4.971792088E-02, 7.148830279E-01,-4.971792091E-02, 1.444918703E+03, 2.356720874E+03, 7.486615045E+00, 8.850620739E+00, 3.789905318E+00, 1.818247275E+00,-2.660383288E+00,-1.749670861E+00
        71,-5.042902020E-02, 7.204516701E-01,-5.042902018E-02, 1.511899021E+03, 2.429506493E+03, 7.394183733E+00, 8.936274741E+00, 3.930153175E+00, 5.966903618E-01,-2.569707655E+00,-2.762257544E+00
        72,-4.971508817E-02, 7.204516808E-01,-4.971508817E-02, 1.509390985E+03, 2.434735359E+03, 7.364586020E+00, 8.998639700E+00, 3.197256058E+00, 6.946044916E-02,-2.099510161E+00,-2.228077361E+00
        73,-5.042691558E-02, 7.266987527E-01,-5.042691562E-02, 1.589002039E+03, 2.518672961E+03, 7.293989960E+00, 9.043119203E+00, 3.636579087E+00,-7.744853436E-01,-2.215919888E+00,-2.657632531E+00
        74,-4.971190874E-02, 7.266987310E-01,-4.971190876E-02, 1.589971845E+03, 2.525743391E+03, 7.266792653E+00, 9.106461420E+00, 3.133239192E+00,-1.349215090E+00,-1.759694369E+00,-2.115391485E+00
        75,-5.042455139E-02, 7.337068614E-01,-5.042455136E-02, 1.697393712E+03, 2.625896420E+03, 7.213378361E+00, 9.105603523E+00, 3.328857107E+00,-1.462281152E+00,-1.994483105E+00,-2.119494437E+00
        76,-4.970834357E-02, 7.337068724E-01,-4.970834357E-02, 1.702817118E+03, 2.636351160E+03, 7.186832394E+00, 9.171316909E+00, 3.104043200E+00,-1.996530790E+00,-1.615453666E+00,-1.684149688E+00
        77,-5.042190233E-02, 7.415688032E-01,-5.042190238E-02, 1.848358633E+03, 2.759547060E+03, 7.135948879E+00, 9.138954670E+00, 2.320142916E+00,-1.406526120E+00,-1.295766835E+00,-1.200957550E+00
        78,-4.970434322E-02, 7.415687921E-01,-4.970434322E-02, 1.859767942E+03, 2.775121190E+03, 7.109480870E+00, 9.206888082E+00, 2.410432859E+00,-1.794302021E+00,-1.201793802E+00,-1.024259556E+00
        79,-5.041892888E-02, 7.503885282E-01,-5.041892893E-02, 2.065989798E+03, 2.938910421E+03, 7.034735743E+00, 9.178190430E+00, 1.562754155E+00,-1.286642217E+00,-1.691203333E-02,-4.795555116E-01
        80,-4.969985551E-02, 7.503885170E-01,-4.969985551E-02, 2.082021856E+03, 2.960746464E+03, 7.011281542E+00, 9.244380513E+00, 1.689072865E+00,-1.461799603E+00,-2.312658070E-01,-5.364360175E-01
        81,-5.041559317E-02, 7.602827461E-01,-5.041559322E-02, 2.385273942E+03, 3.194513906E+03, 6.890907995E+00, 9.243620406E+00, 1.867988636E+00,-1.652269846E+00, 7.137189265E-01,-3.202103511E-01
        82,-4.969482031E-02, 7.602827235E-01,-4.969482033E-02, 2.404949353E+03, 3.223409257E+03, 6.875370109E+00, 9.302062382E+00, 1.755964549E+00,-1.643373164E+00, 4.022092755E-01,-4.178582405E-01
        83,-5.041185108E-02, 7.713823608E-01,-5.041185113E-02, 2.862066810E+03, 3.548840199E+03, 6.699536688E+00, 9.314242187E+00, 1.869856820E+00,-1.706087043E+00, 2.354365882E-01,-2.234787503E-01
        84,-4.968917328E-02, 7.713823493E-01,-4.968917328E-02, 2.881932959E+03, 3.586383142E+03, 6.695524984E+00, 9.361700262E+00, 1.714796080E+00,-1.605755263E+00,-1.195499007E-02,-2.780448418E-01
        85,-5.040765310E-02, 7.838342237E-01,-5.040765315E-02, 3.564930327E+03, 4.018369340E+03, 6.457123970E+00, 9.385612156E+00, 2.063396963E+00,-1.308178306E+00,-1.280651482E+00,-8.337013556E-02
        86,-4.968283744E-02, 7.838342120E-01,-4.968283744E-02, 3.582997053E+03, 4.067900284E+03, 6.468438402E+00, 9.420976995E+00, 1.887072050E+00,-1.224054844E+00,-1.244610342E+00,-1.175556995E-01
        87,-5.040294220E-02, 7.978030533E-01,-5.040294217E-02, 4.576173163E+03, 4.600280992E+03, 6.181320528E+00, 9.457695922E+00, 2.575363821E+00,-1.033820750E+00,-2.336740595E+00,-2.097690026E-01
        88,-4.967572896E-02, 7.978030533E-01,-4.967572898E-02, 4.596385423E+03, 4.668383139E+03, 6.213853313E+00, 9.479686859E+00, 2.365296624E+00,-1.070528812E+00,-2.093500122E+00,-2.067902689E-01
        89,-5.039765904E-02, 8.134737092E-01,-5.039765902E-02, 5.897644907E+03, 5.269254660E+03, 5.905948501E+00, 9.502043295E+00, 2.018005166E+00,-7.982903792E-01,-1.783610519E+00,-4.157692625E-01
        90,-4.966775607E-02, 8.134737213E-01,-4.966775607E-02, 5.894989567E+03, 5.363661086E+03, 5.962276562E+00, 9.512033864E+00, 1.892320327E+00,-9.240605409E-01,-1.578251289E+00,-3.937856085E-01
        91,-5.039173225E-02, 8.310534960E-01,-5.039173222E-02, 7.346268760E+03, 6.049163081E+03, 5.706159262E+00, 9.503278338E+00, 1.415933748E+00,-8.822399451E-01,-4.957995423E-01,-5.993576493E-01
        92,-4.965881025E-02, 8.310534960E-01,-4.965881027E-02, 7.312052417E+03, 6.168419668E+03, 5.779618217E+00, 9.503060102E+00, 1.448700737E+00,-9.915588386E-01,-2.951295929E-01,-6.105663395E-01
        93,-5.038508340E-02, 8.507750000E-01,-5.038508338E-02, 8.689945469E+03, 6.924456193E+03, 5.618277004E+00, 9.466709117E+00, 2.243417956E+00,-1.449492709E+00, 1.258519723E+00,-9.595996357E-01
        94,-4.964877618E-02, 8.507750127E-01,-4.964877618E-02, 8.656082085E+03, 7.053596436E+03, 5.696372776E+00, 9.458026031E+00, 2.318382844E+00,-1.467501808E+00, 1.402619390E+00,-9.843158772E-01
        95,-5.037843604E-02, 8.704965300E-01,-5.037843609E-02, 1.010175076E+04, 7.650796022E+03, 5.506624718E+00, 9.409474568E+00, 3.541396618E+00,-1.771629089E+00, 2.836842470E+00,-1.092683385E+00
        96,-4.963874060E-02, 8.704965040E-01,-4.963874062E-02, 9.989444784E+03, 7.776794324E+03, 5.590954005E+00, 9.401195958E+00, 3.530169957E+00,-1.699490128E+00, 2.853808421E+00,-1.137702095E+00
        97,-5.037250925E-02, 8.880763173E-01,-5.037250929E-02, 1.217658715E+04, 8.142209850E+03, 5.253243083E+00, 9.337331158E+00, 4.217397042E+00,-1.860155106E+00, 3.665946760E+00,-9.038133002E-01
        98,-4.962979629E-02, 8.880763041E-01,-4.962979629E-02, 1.178607878E+04, 8.258072881E+03, 5.361197927E+00, 9.340566810E+00, 4.173626174E+00,-1.725600503E+00, 3.660631670E+00,-1.002399492E+00
        99,-5.036722609E-02, 9.037469737E-01,-5.036722614E-02, 1.639181333E+04, 8.478843315E+03, 4.768554345E+00, 9.188642155E+00, 4.419952252E+00,-2.023518957E+00, 3.877152196E+00,-5.217378636E-01
       100,-4.962182264E-02, 9.037469602E-01,-4.962182264E-02, 1.523762920E+04, 8.597604524E+03, 4.935234742E+00, 9.222791101E+00, 4.388362073E+00,-1.830020961E+00, 3.918195806E+00,-6.970932649E-01
       101,-5.036251668E-02, 9.177158271E-01,-5.036251672E-02, 3.026934505E+04, 8.428948171E+03, 3.545607608E+00, 8.615176253E+00, 4.022693540E+00,-1.806056179E+00, 3.574832665E+00,-4.716058206E-03
       102,-4.961471491E-02, 9.177158134E-01,-4.961471492E-02, 2.541669157E+04, 8.698511915E+03, 3.947208473E+00, 8.813393216E+00, 4.076290353E+00,-1.646792803E+00, 3.707611002E+00,-1.689317916E-01
       103,-5.035831870E-02, 9.301676900E-01,-5.035831874E-02, 8.485656780E+04, 5.098224787E+03, 1.295951003E+00, 5.328789992E+00, 2.364498857E+00,-7.393569698E-01, 1.885825532E+00, 5.206789538E-01
       104,-4.960837907E-02, 9.301676761E-01,-4.960837908E-02, 8.684916964E+04, 5.381983406E+03, 1.583973973E+00, 5.566755237E+00, 2.816983106E+00,-6.687107372E-01, 2.520749349E+00, 5.266928340E-01
       105,-5.035457661E-02, 9.412673046E-01,-5.035457665E-02, 1.051453818E+05, 2.310504570E+03, 9.465083503E-02, 2.584742194E+00, 3.134330669E+00,-1.966308378E-01,-2.204660542E+00, 9.670542752E-01
       106,-4.960273130E-02, 9.412672906E-01,-4.960273130E-02, 1.155457898E+05, 2.437702040E+03, 9.440599448E-02, 2.750225602E+00, 2.181085348E+00,-2.361553203E-01,-2.871556198E-01, 9.719409679E-01
       107,-5.035123941E-02, 9.511614942E-01,-5.035123939E-02, 9.374675132E+04, 2.397065869E+03, 9.794358257E-02, 2.445219178E+00, 6.246171927E+00,-1.327801806E+00,-5.842257443E+00, 7.106178424E-01
       108,-4.959769610E-02, 9.511614942E-01,-4.959769612E-02, 1.071867578E+05, 2.529442518E+03, 7.985164045E-02, 2.703204912E+00, 3.122441790E+00,-1.622519663E+00,-1.854188059E+00, 3.705710969E-01
       109,-5.034826595E-02, 9.599812189E-01,-5.034826593E-02, 9.960816025E+04, 2.855199747E+03, 9.408984757E-02, 2.723457893E+00, 7.428209199E+00,-2.539643958E+00,-6.390742420E+00,-3.759594421E-01
       110,-4.959320695E-02, 9.599811903E-01,-4.959320692E-02, 1.178419592E+05, 3.309004188E+03, 1.134514677E-01, 3.237458797E+00, 4.144462240E+00,-3.126559246E+00,-8.616007293E-01,-1.064970066E+00
       111,-5.034561690E-02, 9.678431674E-01,-5.034561694E-02, 9.721294523E+04, 3.772440103E+03, 1.607624538E-01, 3.114036644E+00, 7.569647900E+00,-2.664614579E+00,-5.898915965E+00,-1.446145190E+00
       112,-4.958920879E-02, 9.678431530E-01,-4.958920879E-02, 1.066486606E+05, 5.420015448E+03, 4.300071032E-01, 4.280749197E+00, 4.687236121E+00,-3.374719497E+00, 3.909710329E-01,-2.351363664E+00
       113,-5.034325420E-02, 9.748512980E-01,-5.034325424E-02, 8.893396535E+04, 5.430541358E+03, 5.319119879E-01, 3.857770375E+00, 7.615509476E+00,-2.895874071E+00,-4.876589437E+00,-2.209086791E+00
       114,-4.958564211E-02, 9.748512690E-01,-4.958564213E-02, 7.415916391E+04, 8.730023901E+03, 1.751306496E+00, 5.859112495E+00, 5.296875111E+00,-3.536938639E+00, 1.385054926E+00,-3.164450625E+00
       115,-5.034114660E-02, 9.810983299E-01,-5.034114657E-02, 8.131640012E+04, 7.433208950E+03, 1.273554468E+00, 4.710962860E+00, 7.279036662E+00,-3.381484792E+00,-3.378864324E+00,-2.633499814E+00
       116,-4.958246419E-02, 9.810983445E-01,-4.958246419E-02, 4.793814289E+04, 1.148872703E+04, 3.583250007E+00, 7.026263858E+00, 5.640550328E+00,-3.813531876E+00, 2.002838101E+00,-3.425134776E+00
       117,-5.033926920E-02, 9.866669721E-01,-5.033926918E-02, 6.591589871E+04, 9.964505838E+03, 2.314205955E+00, 5.602017616E+00, 6.706640457E+00,-3.730667087E+00,-1.902022966E+00,-2.788588414E+00
       118,-4.957963072E-02, 9.866669868E-01,-4.957963072E-02, 3.374319535E+04, 1.331171536E+04, 4.955109409E+00, 7.435883347E+00, 5.716097794E+00,-3.968968515E+00, 2.169616675E+00,-3.410934242E+00
       119,-5.033759569E-02, 9.916308705E-01,-5.033759567E-02, 5.309405239E+04, 1.190999147E+04, 3.434797943E+00, 6.265940369E+00, 6.025006036E+00,-4.126644377E+00,-3.719750006E-01,-2.877062246E+00
       120,-4.957710276E-02, 9.916308410E-01,-4.957710273E-02, 2.562100542E+04, 1.455528984E+04, 5.807087788E+00, 7.533605929E+00, 5.746298128E+00,-4.196089261E+00, 2.036738670E+00,-3.330372390E+00
       121,-5.033610541E-02, 9.960557289E-01,-5.033610545E-02, 4.493016172E+04, 1.294808102E+04, 4.337035920E+00, 6.694306795E+00, 5.850877631E+00,-4.577670103E+00, 5.781332580E-01,-3.166615695E+00
       122,-4.957485273E-02, 9.960556992E-01,-4.957485275E-02, 2.076892641E+04, 1.529698965E+04, 6.224264130E+00, 7.677626183E+00, 5.472792179E+00,-4.208985008E+00, 1.353606340E+00,-3.189413947E+00
       123,-5.033477415E-02, 1.000000000E+00,-5.033477412E-02, 3.873493992E+04, 1.351814894E+04, 4.764182089E+00, 6.960677121E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
