nodenumber,x-coordinate,y-coordinate,z-coordinate
1,0.0006233140592999999,0.09561928361999998,-1.774147677e-05
2,0.0006232444429999999,0.09562326968,-1.743638313e-05
3,0.0006664340035000001,0.09561854601,-1.7028520230000002e-05
4,0.0006231588195,0.09562750160999997,-1.7112468409999998e-05
5,0.0006663681706,0.09562253207000004,-1.6725578460000007e-05
6,0.000623068132,0.09563198685999996,-1.676889406e-05
7,0.0006662887754,0.09562676400000003,-1.640498522e-05
8,0.0006229718565000001,0.09563674778,-1.6404461350000006e-05
9,0.0006662044906999999,0.0956312567,-1.606493242e-05
10,0.0006228697603,0.09564179927000004,-1.601790973e-05
11,0.0006661151418999997,0.09563601017,-1.570424138e-05
12,0.0006227614357999997,0.09564714134,-1.560789133e-05
13,0.0006660203799000003,0.09564105421,-1.532165152e-05
14,0.0006226465921000001,0.09565282613000002,-1.5172983690000004e-05
15,0.0006659198552000003,0.09564641117999996,-1.4915839529999995e-05
16,0.0006225247052,0.0956588462,-1.471167525e-05
17,0.0006658132187999998,0.09565208851999996,-1.448539297e-05
18,0.0006223954842000001,0.09566523880000002,-1.4222363460000002e-05
19,0.000580368971,0.09562096,-1.4097070560000006e-05
20,0.0006657001794999999,0.09565811603999998,-1.402881844e-05
21,0.0005802965607,0.09562495351,-1.378921843e-05
22,0.0006222584634,0.09567201883,-1.3703349399999995e-05
23,0.0005802058731,0.09562917799000002,-1.3460850820000004e-05
24,0.0006655802717,0.09566450864,-1.354452797e-05
25,0.0005801096558999999,0.09563366324,-1.3112550730000004e-05
26,0.0006221130607000001,0.09567920118999998,-1.3152789510000005e-05
27,0.0006654530297999999,0.09567128122000002,-1.3030839e-05
28,0.000580007676,0.09563842416,-1.2743106710000004e-05
29,0.0006653181044,0.09567847103000003,-1.2485930709999995e-05
30,0.0006219708594,0.09568683058000003,-1.25691904e-05
31,0.0007093128515,0.09561867267000003,-1.236224489e-05
32,0.0005798995262000003,0.09564347565,-1.235123727e-05
33,0.0007092515007000001,0.09562265873,-1.2060065269999996e-05
34,0.0005797847988999999,0.09564882517,-1.193557728e-05
35,0.0006651868461999997,0.09568610042000002,-1.1907142830000004e-05
36,0.0006218355265,0.09569492190999997,-1.1950778569999996e-05
37,0.0007091789156999999,0.09562689066,-1.1740994519999996e-05
38,0.0007091019652,0.09563137591000004,-1.1402556079999996e-05
39,0.0005796630866999999,0.09565450996,-1.1494686079999999e-05
40,0.0006650629220999999,0.0956941843,-1.129229622e-05
41,0.0006216918699999997,0.09570350497999999,-1.12948801e-05
42,0.0007090203579999999,0.09563613683,-1.1043575800000003e-05
43,0.0005795339821,0.09566053002999997,-1.102703118e-05
44,0.0007089337450000001,0.09564118832,-1.066280493e-05
45,0.0005793970195,0.09566691518000002,-1.053098731e-05
46,0.0006649314892000001,0.09570276737,-1.064018306e-05
47,0.0006215408212000001,0.09571259469000004,-1.055728717e-05
48,0.0007088418934,0.09564654529,-1.0258919249999997e-05
49,0.0005792517914,0.09567369520999999,-1.000483189e-05
50,0.0007087445118999997,0.09565221517999999,-9.830518138e-06
51,0.0006647902774,0.09571187198,-9.919683179999996e-06
52,0.0006213844172000001,0.09572224319,-9.651122127e-06
53,0.0007086411933,0.09565824269999999,-9.376111848e-06
54,0.0005790977739,0.09568088502000004,-9.446699551000004e-06
55,0.0007085316465000003,0.0956646353,-8.894122402e-06
56,0.000664631254,0.09572150558000002,-9.010807844000001e-06
57,0.0005789458519000001,0.09568851441000002,-8.856199202e-06
58,0.0006212185253,0.09573246539,-8.689949027e-06
59,0.0007084154058,0.09567141533,-8.382874512e-06
60,0.000578799576,0.09569659829,-8.23191931e-06
61,0.0006644626263999999,0.09573173523,-8.046762558999997e-06
62,0.0007082921802,0.09567859769,-7.840562830000001e-06
63,0.0005786443361999999,0.09570517391,-7.5697917050000015e-06
64,0.0006210425636,0.09574330598,-7.670429113e-06
