nodenumber,x-coordinate,y-coordinate,z-coordinate
1,0.0009616640746,0.09564226866000003,0.0001203594074
2,0.0009616042371,0.09564625472,0.00012071529640000003
3,0.0009615407325,0.09565048664999998,0.00012109279490000004
4,0.0009614734445000001,0.09565496445,0.0001214931981
5,0.0009614020237000004,0.09565972537000003,0.0001219178957
6,0.0009613262955,0.09566476941,0.0001223683648
7,0.0009612459688999996,0.09567011893,0.00012284617700000002
8,0.0009611607529,0.09567579627000003,0.0001233529911
9,0.0009610704146,0.09568181633999996,0.00012389055340000004
10,0.0009609744884,0.09568820149,0.0001244607265
11,0.0009608727995999998,0.09569497406,0.00012506553320000002
12,0.000960764999,0.09570216387999997,0.00012570701070000002
13,0.000960650621,0.09570977837000004,0.0001263874437
14,0.0009605292579999998,0.09571786225,0.000127109146
15,0.0009604005027,0.09572643042,0.00012787464950000002
16,0.0009602640057,0.09573552758000002,0.0001286866172
17,0.0009601192432,0.09574516863000004,0.0001295478578
18,0.0009599656332000004,0.09575539827,0.00013046135430000002
19,0.00095980271,0.09576625377000003,0.0001314303081
20,0.0009596299496,0.09577775747000004,0.00013245803709999998
21,0.0009594466536999998,0.09578996897,0.0001335481647
22,0.0009592522400999996,0.09580291807999998,0.0001347044163
23,0.0009590460685999996,0.09581665695000001,0.00013593085169999998
24,0.0009588273823999996,0.09583122283,0.00013723172010000006
25,0.0009585953666999998,0.09584667534,0.0001386115182
26,0.0009583492647000001,0.09586306661,0.0001400750625
27,0.0009580882615,0.09588044137,0.0001416274172
28,0.0009578114841000001,0.09589888155000002,0.0001432739809
29,0.0009575178264999999,0.09591844678,0.0001450204581
30,0.0009572063573,0.0959391892,0.0001468729315
31,0.0009568760287999997,0.09596119076,0.000148837833
32,0.0009565256187,0.09598453343,0.00015092195829999994
33,0.0009561539046000002,0.09600929171,0.00015313256880000002
34,0.0009557596641000002,0.09603554755,0.00015547731889999994
35,0.0009965017671,0.09564959257999997,0.00015739748780000006
36,0.0009965795325,0.09565359354,0.00015762116530000002
37,0.0009965370409,0.09565781802,0.0001579785603
38,0.0009553415584,0.09606340528,0.00015796438669999998
39,0.0009964918718,0.09566230327,0.00015835763769999999
40,0.0009964440251,0.09566706419000004,0.0001587597217
41,0.000996393268,0.09567210822999997,0.00015918620919999998
42,0.0009963393676999995,0.0956774652,0.00015963856999999998
43,0.0009962822078,0.09568314254000003,0.0001601183903
44,0.0009962216717999998,0.09568917006000002,0.000160627329
45,0.0009548980161,0.09609294683000004,0.0001606023725
46,0.0009961572941,0.09569555520999996,0.00016116713230000004
47,0.0009960891912,0.09570232778999996,0.00016173972109999996
48,0.0009960391326,0.09570952504999998,0.00016232562480000002
49,0.0009960391326,0.09571715444000002,0.00016289620540000006
50,0.0009544275817,0.09612427652,0.00016340042930000002
51,0.0009959244635,0.09572523087,0.00016361140300000002
