nodenumber,x-coordinate,y-coordinate,z-coordinate
1,0.000253084756,0.09577891975999997,0.0006819728296
2,0.0002529923222,0.09578285366,0.0006823626463000001
3,0.0002528942714,0.09578704089,0.0006827762117999999
4,0.0002527902252,0.09579148143999999,0.0006832148646999997
5,0.0002526798926,0.09579617529999997,0.0006836802931999999
6,0.0002525628079,0.09580116718999998,0.0006841738941000004
7,0.0002524386218,0.09580646454999997,0.0006846976466000001
8,0.00025230689789999995,0.09581207484,0.0006852532388
9,0.0002521671122,0.0958180353,0.0006858425912999999
10,0.0002520188573,0.09582436085,0.0006864678579999999
11,0.0002518615511,0.09583105892,0.0006871311342999997
12,0.0002516947279,0.09583817422,0.0006878347485
13,0.00025151768930000004,0.09584572166000004,0.0006885812617999999
14,0.0002513299405,0.09585372359,0.0006893731188000003
15,0.0002511307539,0.09586221724999998,0.0006902131136000002
16,0.00025091940189999993,0.09587121755000004,0.0006911042727999999
17,0.00025069524419999995,0.09588077663999994,0.0006920496235
18,0.0002504574368,0.09589091687999997,0.0006930524833000003
19,0.0002502051648,0.09590166807,0.0006941164028999998
20,0.0002499375551,0.09591307491,0.000695244933
21,0.0002496536472,0.0959251821,0.0006964422063999999
22,0.0002493524516,0.09593802691,0.0006977123558000001
23,0.00024903294980000004,0.09595163912000003,0.0006990596885000001
24,0.00024869400659999994,0.09596608579,0.000700489094
25,0.0002483344579,0.09598141163999996,0.0007020053453999997
26,0.0002479530231,0.09599767625,0.0007036139141000001
27,0.00024754836340000003,0.09601491689999997,0.0007053203299000001
28,0.000247119111,0.09603322296999997,0.0007071305299
29,0.0002466637525,0.09605263174,0.0007090508589
30,0.00024618065799999995,0.09607322514000004,0.0007110880687999999
31,0.0002456681977,0.09609507769000003,0.0007132492027999999
32,0.0002451245382,0.09611824155000002,0.0007155418280000003
33,0.0002445478167,0.09614282846,0.0007179738603999997
34,0.00024393602509999995,0.09616891295,0.000720553915
35,0.0002432869951,0.09619657695,0.0007232909556
36,0.00028001246389999996,0.09578755498,0.0007242952706000001
37,0.00027991377279999995,0.09579149633999996,0.0007246892201000003
38,0.00027980891170000004,0.09579567610999996,0.0007251072093
39,0.0002796977351000001,0.09580010921000004,0.0007255506934999999
40,0.00027957977730000004,0.09580480307,0.0007260210695999997
41,0.0002425984858,0.09622592479,0.0007261944702
42,0.0002794546599,0.09580979495999996,0.0007265201420999999
43,0.0002793218882,0.09581509232999998,0.0007270494825
44,0.00027918108390000005,0.09582070261,0.0007276111282000001
45,0.00027903166480000005,0.09582666308,0.0007282068836999999
46,0.0002788732236,0.09583298117000004,0.0007288389023999999
47,0.0002418680961,0.09625706076999996,0.0007292745868000003
48,0.00027870509080000003,0.09583968669,0.0007295093382999997
